Account__c,Auth_Code__c,VM_Use_Count__c,distributor_id__c,End_Date__c,Hypervisor__c,isdevice__c,last_checkin_date__c,License_DB_Id__c,LicenseDB_Device_Id__c,licensedb_license_id__c,Marketplace__c,Parent_Authorization_Code__c,Product_Code__c,Product_Family__c,Quantity__c,reseller_id__c,Serial_Number__c,Software_Version__c,Software_version_group__c,Start_Date__c,Status__c,tenant_id__c,Parent_Device_Asset__r.License_DB_Id__c
0010g00001dnq0eAAA,23004902,,a0N70000007gTWrEAM,2022-08-09,,YES,2019-12-02,D5142747114200304,D5142747,,0,23004902,PAN-PA-3020,PA-3020,1,0010g00001aCRKC,001801057403,9.0.3,9.0,2019-08-09,ACTIVE,,
0017000001BRj5DAAT,91282984,1,a0N7000000WDd2LEAT,2020-07-31,,YES,,D3644693112070922,D3644693,,0,91282984,PAN-PA-220,PA-220,1,0017000000ZKATN,012801061985,,,2018-08-08,ACTIVE,,
0017000000ZJjPDAA1,33393897,,a0N7000000NY2VUEA1,2018-03-31,,YES,2017-03-14,D185555016520088,D1855550,,0,33393897,PAN-PA-3050,PA-3050,1,0017000000tcaPc,001701008687,6.1.12,6.1,2015-10-07,INACTIVE,,
0017000000cKjOaAAK,26324802,,a0N70000007gTWIEA2,2022-07-15,,YES,,D5006715111430764,D5006715,,0,26324802,PAN-PA-220,PA-220,1,0017000000LLbqG,012801115608,,,2019-07-15,ACTIVE,,
0017000000nARKVAA4,58259782,,a0N70000007gTWwEAM,2017-12-31,,YES,2018-01-17,D8975315344157,D89753,,0,58259782,PAN-PA-200-EU,PA-200,1,0017000000gGbDE,001606015069,7.0.6,7.0,2013-08-06,INACTIVE,,
0017000000ylsW2AAI,88772518,,a0N700000128eCnEAI,2024-04-26,,YES,2019-12-02,D4705879105152452,D4705879,,0,88772518,PAN-PA-220,PA-220,1,0017000000nw54j,012801101427,8.1.9,8.1,2019-04-26,ACTIVE,,
0010g00001aE7ehAAC,85011246,,a0N700000128eKNEAY,2021-03-27,,YES,2019-11-19,D325575525085345,D3255755,,0,85011246,PAN-PA-220,PA-220,1,0017000000ZMTcb,012801045948,8.0.13,8.0,2018-03-27,ACTIVE,,
0017000000jFVHjAAO,27776803,,a0N7000000YWzxGEAT,2021-07-26,,YES,,D235886417365890,D2358864,,0,27776803,PAN-PA-200E-EU,PA-200,1,0017000000fRHGA,001606072940,,,2017-07-28,ACTIVE,,
0017000000uhmZlAAI,22936403,,a0N7000001d7DguEAE,2017-09-30,,YES,2019-02-05,D8571615910216,D85716,,0,22936403,PAN-PA-200-EU,PA-200,1,0017000000qLoS0,001606014099,6.1.7,6.1,2013-07-12,INACTIVE,,
0017000000quYg6AAE,68880998,,a0N70000007gTWrEAM,2020-12-09,,YES,,D417629112864652,D4176291,,0,68880998,PAN-PA-7000-LPC,PA-7000,1,0017000000ZJyv0,001401001135,,,,ACTIVE,,
0017000000hahk0AAA,96096901,1,a0N7000000KhaEHEAZ,2020-09-30,,YES,2018-06-26,D1565291252120991,D156529,,0,96096901,PAN-PA-3020,PA-3020,1,0017000001RLjRD,001801012301,8.0.6-h3,8.0,2014-10-27,ACTIVE,,
0017000000f2Gm6AAE,S5780657,,a0N7000000Rqa3sEAB,2020-05-30,,YES,2017-12-27,D190122618238765,D1901226,,0,67448930,PAN-PA-3020,PA-3020,1,0017000000lBbZK,001801031688,8.0.2,8.0,2016-04-04,ACTIVE,,
0017000001Sf2aMAAR,34283192,,a0N70000007gTX0EAM,2022-09-12,,YES,2019-12-02,D5128386114079848,D5128386,,0,34283192,PAN-PA-850,PA-850,1,0017000000ma0m1,011901022348,8.1.9,8.1,2019-09-12,ACTIVE,,
0017000000cKseYAAS,,,a0N70000007gTWMEA2,2022-07-18,ESXi,YES,2019-10-05,D55215981250156453,D5521598,,0,46487546,PAN-VM-ELA-BND2-BKLN-3YR,VM-50,1,0017000000cJg5u,015351000034778,9.0.4,9.0,2019-10-05,ACTIVE,,
0017000001ITdYxAAL,60245001,1,a0N7000000KgPyKEAV,2018-10-20,,YES,2019-12-02,D184361921818823,D1843619,,0,60245001,PAN-PA-3020,PA-3020,1,0017000000sdj39,001801023995,8.1.3,8.1,2015-09-30,INACTIVE,,
0017000000scDUYAA2,42726925,,a0N7000000adYU9EAM,2022-09-09,,YES,2019-12-02,D52335811147297539,D5233581,,0,42726925,PAN-PA-220,PA-220,1,0017000001MBAAs,012801117583,8.1.9,8.1,2019-09-09,ACTIVE,,
0017000000UcWS6AAN,72855337,1,a0N70000007gTWXEA2,2019-12-31,,YES,2019-11-25,D178200100510944,D178200,,0,72855337,PAN-PA-200,PA-200,1,0017000000cKyvy,001606029655,7.1.25,7.1,2015-04-15,ACTIVE,,
0017000000wKfFdAAK,,,a0N70000007gTWrEAM,2020-07-31,KVM,YES,2019-12-02,D56852841252913360,D5685284,,0,16100075,PAN-VM-ELA-BND2-PREM-1YR,VM-50,1,0017000000kZIey,015354000036779,8.1.10,8.1,2019-11-05,ACTIVE,,
0017000000qxILzAAM,X7459297,1,,2020-02-29,,YES,2019-09-07,D1658091249672871,D165809,,0,X7459297,PAN-PA-5050-D,PA-5050,1,,008401000714,8.1.0,8.1,2013-02-12,ACTIVE,,
001700000137qMvAAI,S7546972,,a0N70000007gTWIEA2,2020-12-18,,YES,2019-12-02,D349343328137095,D3493433,,0,23049923,PAN-PA-820,PA-820,1,0017000000vHfKq,012001015319,8.1.3,8.1,2018-06-18,ACTIVE,,
0017000000dMrT5AAK,44137221,,a0N7000000WDd2LEAT,2021-02-13,,YES,2017-07-12,D188676813110723,D1886768,,0,44137221,PAN-PA-200E,PA-200,1,0017000000yoauH,001606055792,7.0.5-h2,7.0,2016-02-22,ACTIVE,,
0017000000YP1dTAAT,72286110,1,a0N70000017Sd6WEAS,2020-12-31,,YES,2019-12-02,D228317734003116,D2283177,,0,72286110,PAN-PA-5220-AC,PA-5220,1,0010g00001aCwag,013201000653,8.1.6,8.1,2017-06-06,ACTIVE,,
0017000000y4JprAAE,69793743,1,a0N70000007gTWIEA2,2020-11-04,,YES,2019-12-02,D2113302111100830,D2113302,,0,69793743,PAN-PA-3020,PA-3020,1,0017000000fPewA,001801040891,8.1.9,8.1,2016-11-04,ACTIVE,,
0017000000zgbLUAAY,61096794,1,a0N7000000WDd2LEAT,2019-08-31,,YES,2019-07-12,D282902732038068,D2829027,,0,61096794,PAN-PA-200,PA-200,1,0017000000zgbLU,001606045956,8.0.11-h1,8.0,2016-05-01,INACTIVE,,
0017000000dqqivAAA,39711790,1,a0N70000007gTWIEA2,2021-01-02,,YES,2019-12-02,D18458601252476095,D1845860,,0,39711790,PAN-PA-3050,PA-3050,1,0017000000kYP0B,001701008463,8.1.10,8.1,2015-09-14,ACTIVE,,
0017000000dK3YiAAK,,,a0N70000007gTWIEA2,2022-07-25,KVM,YES,2019-12-02,D44468311252656956,D4446831,,0,35602637,PAN-VM-ELA-BND2-PREM-3YR,VM-100,1,0017000001JNirN,007054000054986,8.1.9-h4,8.1,2019-11-01,ACTIVE,,
0010g00001hnxJoAAI,76371859,,a0N70000007gTWIEA2,2020-08-25,,YES,2019-12-02,D5135913114153615,D5135913,,0,76371859,PAN-PA-5220-AC,PA-5220,1,0017000000kYP0B,013201016470,8.1.6,8.1,2019-11-04,ACTIVE,,
0017000001OwNsUAAV,59612580,,a0N7000000WDd2LEAT,2019-12-31,,YES,2019-12-02,D221748516016972,D2217485,,0,59612580,PAN-PA-500-2GB,PA-500,1,0017000000QOeuE,009401010137,8.1.11,8.1,2016-05-27,ACTIVE,,
0017000000vFDNzAAO,28420462,1,a0N70000007gTWrEAM,2019-12-26,,YES,2019-12-02,D172252100210485,D172252,,0,28420462,PAN-PA-3050,PA-3050,1,0017000000lis7n,001701005476,9.0.2,9.0,2014-10-27,ACTIVE,,
0017000001Ouo7gAAB,49958392,1,a0N70000007gTWIEA2,2020-06-14,,YES,2019-12-02,D3187006109078081,D3187006,,0,49958392,PAN-PA-200,PA-200,1,0017000000jtkDz,001606069387,8.0.7,8.0,2017-01-27,ACTIVE,,
0017000001CIjYIAA1,15221100,,a0N70000007gn8rEAA,2021-04-25,,YES,2019-12-02,D334669726050520,D3346697,,0,15221100,PAN-PA-3220,PA-3220,1,0017000000YQAyM,016201001025,9.0.4,9.0,2018-04-25,ACTIVE,,
0017000000tBXzoAAG,,,a0N7000000NY2VUEA1,2021-07-31,ESXi,YES,,D208570214981775,D2085702,,0,75703922,PAN-VM-300-PERP-USG-BND-5YR,VM-300,1,0017000000ndAo3,007200018464,,,2016-10-03,ACTIVE,,
00170000016VLElAAO,97629233,1,a0N70000007gTWwEAM,2020-10-31,,YES,2019-11-28,D328869529639825,D3288695,,0,97629233,PAN-PA-220,PA-220,1,0017000000gGbDE,012801046343,8.0.9,8.0,2017-07-10,ACTIVE,,
0017000000s6OSbAAM,56515671,,a0N70000007gTWZEA2,2025-09-30,,YES,2019-12-02,D404043932391360,D4040439,,0,56515671,PAN-PA-5220-AC,PA-5220,1,0017000000l9yNd,013201011476,8.1.8-h5,8.1,2018-10-19,ACTIVE,,
0017000001V6BwbAAF,10811156,,a0N70000007gTWoEAM,2019-06-30,,YES,2019-12-02,D222229716280675,D2222297,,0,10811156,PAN-PA-3020,PA-3020,1,0017000001AAPZD,001801045206,8.1.3,8.1,2017-04-30,INACTIVE,,
0010g00001bylsyAAA,,,a0N7000000WDd2LEAT,,,YES,,D3597209,D3597209,,0,,,PA-820,,0017000000lBUaM,012001016730,,,,NOT REGISTERED,,
0017000000bF6NlAAK,S2120969,,a0N70000007gTWrEAM,2021-07-02,,YES,2019-12-02,D4728124108614995,D4728124,,0,24874070,PAN-PA-3220,PA-3220,1,0017000000YfuOr,016201009947,8.1.7,8.1,2019-05-06,ACTIVE,,
0017000000qwLopAAE,27606078,,a0N7000000RrBV6EAN,2021-05-30,,YES,2019-11-19,D346547027171899,D3465470,,0,27606078,PAN-PA-220,PA-220,1,0017000000u2qpS,012801054286,8.0.9,8.0,2018-05-30,ACTIVE,,
0017000000qySlBAAU,18122691,,a0N7000001u0VDoEAM,2020-12-18,,YES,2018-01-19,D296651121853662,D2966511,,0,18122691,PAN-PA-220,PA-220,1,0017000000s6i58,012801029513,8.0.3,8.0,2017-12-18,ACTIVE,,
0017000000kYk88AAC,84347561,,a0N7000000adYU9EAM,2020-02-10,,YES,2019-02-10,D4288563100052505,D4288563,,0,84347561,PAN-PA-220,PA-220,1,0017000001LRoTi,012801085139,8.1.6,8.1,2019-02-10,ACTIVE,,
0017000000yLzQ9AAK,35410178,1,a0N70000007gTWIEA2,2021-03-16,,YES,2019-12-02,D179624523936887,D1796245,,0,35410178,PAN-PA-3020,PA-3020,1,0017000000kYP0B,001801017507,8.1.9-h4,8.1,2015-02-13,ACTIVE,,
0017000000nyW8tAAE,39350512,,a0N70000007gTWXEA2,2020-07-03,,YES,2019-12-02,D4940850110537880,D4940850,,0,39350512,PAN-PA-220,PA-220,1,0017000000bENLU,012801110843,8.1.9-h4,8.1,2019-07-03,ACTIVE,,
0017000000fRJ9WAAW,67631518,,a0N70000007gTWvEAM,2022-01-15,,YES,2019-12-02,D404199632405391,D4041996,,0,67631518,PAN-PA-220,PA-220,1,0017000000Yvxyk,012801077516,8.1.6,8.1,2019-04-24,ACTIVE,,
0010g00001dn6wNAAQ,10598258,,a0N70000007gTWIEA2,2021-12-12,,YES,2019-12-02,D425316633988704,D4253166,,0,10598258,PAN-PA-820,PA-820,1,0017000000kYP0B,012001023762,9.0.1,9.0,2018-12-12,ACTIVE,,
0010g00001doFwDAAU,70030786,,a0N70000007gTWuEAM,2020-05-21,,YES,2019-12-02,D4660222104365189,D4660222,,0,70030786,PAN-PA-220R,PA-220R,1,0017000001CLeyi,014701001673,9.0.3,9.0,2019-05-21,ACTIVE,,
0017000000dMoyAAAS,,,a0N700000128eNbEAI,2021-09-30,,YES,,D18382571249528886,D1838257,,0,11892045,PAN-PA-5060-SSD2-LAB,PA-5060,1,0017000000jsPOg,001901001247,,,2015-09-30,ACTIVE,,
0017000000wrNOjAAM,59422908,1,a0N7000000WDd2LEAT,2019-11-16,,YES,2015-10-14,D183368029092928,D1833680,,0,59422908,PAN-PA-200E,PA-200,1,0017000000YwX3I,001606039662,7.0.1,7.0,2015-07-29,INACTIVE,,
0017000001XQnn7AAD,42767103,,a0N7000000KhLlNEAV,2022-06-27,,YES,2019-11-21,D249619618331111,D2496196,,0,42767103,PAN-PA-820,PA-820,1,0017000001SyIJ7,012001003546,8.0.2,8.0,2017-08-01,ACTIVE,,
0017000000NLWS5AAP,88493311,,a0N70000007gTWIEA2,2022-07-09,,YES,2019-12-02,D4921212110300172,D4921212,,0,88493311,PAN-PA-3220,PA-3220,1,0017000000dMqGq,016201011834,8.1.6,8.1,2019-07-09,ACTIVE,,
0017000000ukLv1AAE,48063406,,a0N0g00002NV21cEAD,2026-10-08,,YES,2019-10-27,D5055372112119948,D5055372,,0,48063406,PAN-PA-5220-AC,PA-5220,1,0010g00001fs7bL,013201016718,8.1.11,8.1,2019-07-21,ACTIVE,,
0017000001OuY4xAAF,,,a0N70000007gTWIEA2,2019-07-16,ESXi,YES,2019-01-16,D371037229287598,D3710372,,0,51004840,PAN-VM-500-PERP-BND2-PREM-1YR,VM-500,1,0017000000y1vUB,015451000002338,8.0.5,8.0,2018-07-19,INACTIVE,,
0017000000rZU64AAG,35489419,1,a0N7000000adYU9EAM,2022-09-30,,YES,2019-12-02,D703871249657370,D70387,,0,35489419,PAN-M-100-4TB,M-100,1,0017000000jD1GK,009201000433,8.1.11,8.1,2013-02-24,ACTIVE,,
0017000001SyfRrAAJ,,,,2036-12-16,ESXi,YES,,D53673321248660080,D5367332,,0,31024471,PAN-VM-100-SP-BKLN-BASIC-3YU,VM-100,1,,007000000073424,,,2019-09-16,ACTIVE,,
0017000000mkFHIAA2,,,a0N7000000UHJWOEA5,2020-02-11,AWS,YES,2019-02-27,D4532526102738705,D4532526,,0,27189971,PAN-VM-ELA-BND2-PREM-1YR,VM-100,1,0017000000gFt1c,007055000056216,8.1.6,8.1,2019-02-19,ACTIVE,,
0017000000tCk3vAAC,39261217,,a0N7000000s7V66EAE,2023-09-08,,YES,2019-12-02,D381123530246659,D3811235,,0,39261217,PAN-PA-5260-AC,PA-5260,1,0017000000lkRVH,012501002846,8.1.7,8.1,2018-09-08,ACTIVE,,
0010g00001byYOsAAM,22336947,,a0N70000007gTWIEA2,2022-03-01,,YES,2019-12-02,D4447014101550240,D4447014,,0,22336947,PAN-PA-3220,PA-3220,1,0017000000gHCIB,016201007968,9.0.1,9.0,2019-04-09,ACTIVE,,
0017000000dMrT5AAK,68364067,,a0N7000000WDd2LEAT,2021-02-13,,YES,2018-01-29,D188684013110651,D1886840,,0,68364067,PAN-PA-200E,PA-200,1,0017000000yoauH,001606055383,7.0.5-h2,7.0,2016-02-22,ACTIVE,,
00170000016WWHNAA4,72466239,,a0N7000001d7DguEAE,2020-04-09,,YES,2019-12-02,D4660705104368816,D4660705,,0,72466239,PAN-PA-220,PA-220,1,0017000000u3hl8,012801100255,9.0.1,9.0,2019-04-09,ACTIVE,,
0017000000vmDnGAAU,78070852,,a0N70000007gTWVEA2,2020-08-16,,YES,2019-12-02,D5128860114081996,D5128860,,0,78070852,PAN-PA-850,PA-850,1,0017000000ZN3zr,011901022300,8.1.10,8.1,2019-08-16,ACTIVE,,
0017000000wMxauAAC,,,,2021-05-15,,YES,,D292285227212128,D2922852,,0,54483118,PAN-PA-220-LAB,PA-220,1,00170000011tp3m,012801027647,,,2017-12-18,ACTIVE,,
0017000000uincnAAA,,,a0N7000000RseOBEAZ,2024-05-15,ESXi,YES,2019-12-02,D362713428548047,D3627134,,0,41437364,PAN-VM-100-PERP-BND1-PREM-1YR-R,VM-100,1,0017000000ljc4B,007051000044409,8.1.9-h4,8.1,2018-06-29,ACTIVE,,
0010g00001aDZXUAA4,19826778,,a0N700000128eKNEAY,2022-11-19,,YES,2019-12-02,D55772301251124769,D5577230,,0,19826778,PAN-PA-220,PA-220,1,0010g00001dnFlr,012801130539,9.0.5,9.0,2019-11-19,ACTIVE,,
0017000001VspYOAAZ,81155541,,a0N70000007gTWIEA2,2020-06-20,,YES,,D4855512109412574,D4855512,,0,81155541,PAN-PA-5260-AC,PA-5260,1,0017000000dJ6tO,012501004117,,,2019-08-01,ACTIVE,,
0017000000jtfNDAAY,S6986178,,a0N70000007gTWIEA2,2021-01-31,,YES,2019-12-02,D257953323311459,D2579533,,0,14110448,PAN-PA-200,PA-200,1,0017000000kYP0B,001606058431,8.1.10,8.1,2016-05-12,ACTIVE,,
0017000001SzwSgAAJ,53751147,1,a0N0g000020ADaVEAW,2020-03-30,,YES,2019-11-20,D2183855108382558,D2183855,,0,53751147,PAN-PA-500-2GB,PA-500,1,0017000001IUnKq,009401034242,8.0.5,8.0,2017-01-31,ACTIVE,,
0017000000drKJsAAM,,,a0N7000001282vLEAQ,2020-09-13,,YES,2019-11-26,D271139820302837,D2711398,,0,65112587,PAN-PA-220-LAB,PA-220,1,0017000000bGZlb,012801018779,9.0.0,9.0,2017-09-13,ACTIVE,,
0017000000dy94zAAA,,,a0N70000007gTWIEA2,2024-02-20,NSX,YES,2019-11-19,D4527711102683712,D4527711,,0,23206084,PAN-VM-1000-HV-ELA-3YR,VM-1000-HV,1,0017000000dMqGq,007952000028117,8.0.12,8.0,2019-02-16,ACTIVE,,
0017000000y1QxuAAE,92009337,,a0N7000000s7V8CEAU,2020-01-23,,YES,2018-11-07,D211506315267726,D2115063,,0,92009337,PAN-PA-200,PA-200,1,0017000000sf6df,001606071667,7.1.11,7.1,2017-01-23,ACTIVE,,
0010g00001hmqkYAAQ,,,a0N70000007gTWIEA2,2020-06-15,,YES,2019-12-02,D4895250110583840,D4895250,,0,23814687,PAN-PA-220-LAB,PA-220,1,0017000001ITelI,012801110390,9.0.3,9.0,2019-06-15,ACTIVE,,
0017000000tBXzoAAG,,,a0N7000000NY2VUEA1,2021-07-31,ESXi,YES,,D206673314858172,D2066733,,0,75703922,PAN-VM-300-PERP-USG-BND-5YR,VM-300,1,0017000000ndAo3,007200014810,,,2016-09-26,ACTIVE,,
0017000001K1DvuAAF,84064922,,a0N70000007gTWrEAM,2018-05-25,,YES,2018-07-15,D234558917304768,D2345589,,0,84064922,PAN-PA-500-2GB,PA-500,1,0017000000LwhUD,009401036730,8.0.6-h3,8.0,2017-05-25,INACTIVE,,
0017000000tBXzoAAG,,,a0N7000000NY2VUEA1,2021-07-31,ESXi,YES,,D205799414813025,D2057994,,0,75703922,PAN-VM-300-PERP-USG-BND-5YR,VM-300,1,0017000000ndAo3,007200011993,,,2016-09-26,ACTIVE,,
00170000016TzyGAAS,86490839,,a0N7000000KgPyKEAV,2020-03-16,,YES,2019-12-02,D4526274102663933,D4526274,,0,86490839,PAN-PA-220,PA-220,1,0017000001HEegg,012801093932,8.1.5,8.1,2019-03-16,ACTIVE,,
00170000014LqXjAAK,25731424,1,a0N7000000NY2VUEA1,2020-12-31,,YES,2019-12-02,D3071961110545890,D3071961,,0,25731424,PAN-PA-5020,PA-5020,1,0017000000LLbqG,007701002971,8.1.9,8.1,2013-05-22,ACTIVE,,
0017000000LEUHVAA5,84094659,,a0N7000000WDd2LEAT,2020-06-11,,YES,2019-12-02,D4855401109411938,D4855401,,0,84094659,PAN-PA-220,PA-220,1,00170000015FYMc,012801108465,8.1.5,8.1,2019-06-11,ACTIVE,,
0017000000cJHqlAAG,45017531,1,a0N7000000WDd2LEAT,2020-11-30,,YES,2019-12-02,D142081254481886,D14208,,0,,PAN-PA-500,PA-500,1,0017000000QOeuE,0006C103500,8.1.6,8.1,2011-01-07,ACTIVE,,
0017000001RLycEAAT,91715678,,a0N70000007gTWIEA2,2020-10-26,,YES,2019-10-26,D55266891250223926,D5526689,,0,91715678,PAN-PA-220,PA-220,1,0017000000kYP0B,012801129294,8.1.6,8.1,2019-10-26,ACTIVE,,
0010g00001hnGELAA2,49155767,,a0N7000000NYDUGEA5,2022-08-05,,YES,2019-11-21,D4960428110786403,D4960428,,0,49155767,PAN-PA-220,PA-220,1,0010g00001Z2Sob,012801112620,9.0.3-h3,9.0,2019-08-05,ACTIVE,,
0017000000cKiWsAAK,39303422,,a0N70000007gTWrEAM,2020-03-29,,YES,2019-12-02,D4567497103089633,D4567497,,0,39303422,PAN-M-500-LAB,M-500,1,0017000000jshqR,007307002383,9.0.5,9.0,2019-09-13,ACTIVE,,
0017000000lCwZ6AAK,,,a0N7000000Rqa3sEAB,2018-07-13,,YES,,D245576218622840,D2455762,,0,94581511,PAN-PA-220-LAB,PA-220,1,0017000000dMXYm,012801009087,,,2017-07-13,INACTIVE,,
00170000010jIETAA2,78425925,1,,2022-07-29,,YES,2019-12-02,D2603437112303476,D2603437,,0,78425925,PAN-PA-3020,PA-3020,1,00170000011tp3m,001801050177,8.1.8-h5,8.1,2017-09-15,ACTIVE,,
0017000001SfEBdAAN,69187049,1,a0N70000007gTWhEAM,2020-10-11,,YES,2019-11-24,D22730281249088108,D2273028,,0,69187049,PAN-PA-500-2GB,PA-500,1,0017000000vGZhV,009401035167,7.1.18,7.1,2017-05-03,ACTIVE,,
0017000001RJm0QAAT,,,,2036-12-15,ESXi,YES,2019-12-02,D400391731993353,D4003917,,0,69415621,PAN-VM-50-SP-PREM-BND2-YU,VM-50,1,,015351000016587,8.0.4,8.0,2018-10-04,ACTIVE,,
0017000000p6xjhAAA,51548544,,a0N7000000adYU9EAM,2022-09-05,,YES,2019-12-02,D4959402110772588,D4959402,,0,51548544,PAN-PA-220,PA-220,1,0017000000t92Lv,012801111009,9.0.3-h3,9.0,2019-09-05,ACTIVE,,
0017000000zgmMoAAI,61163208,,a0N70000007gTWIEA2,2019-01-29,,YES,2018-08-31,D307705013033875,D3077050,,0,61163208,PAN-PA-200,PA-200,1,0017000000jCFKR,001606072104,8.0.7,8.0,2016-01-29,INACTIVE,,
0017000000yoliCAAQ,42081461,1,a0N7000000adYU9EAM,2020-07-07,,YES,2019-12-02,D182047117985613,D1820471,,0,42081461,PAN-PA-200-AUS,PA-200,1,00170000010m14R,001606039580,8.1.8,8.1,2015-06-24,ACTIVE,,
0017000000q5VhDAAU,71810680,,a0N7000000adYU9EAM,2022-02-28,,YES,2019-12-02,D349808027443300,D3498080,,0,71810680,PAN-PA-850,PA-850,1,0017000000jD1GK,011901010944,8.1.7,8.1,2018-10-29,ACTIVE,,
0017000001SzDVqAAN,63210258,,a0N700000128eKNEAY,2022-07-19,,YES,2019-12-02,D255983218708859,D2559832,,0,63210258,PAN-PA-820,PA-820,1,0017000001OUOPm,012001004642,8.1.9,8.1,2017-10-17,ACTIVE,,
0017000000tBXzoAAG,,,a0N7000000NY2VUEA1,2021-07-31,ESXi,YES,,D205940714820474,D2059407,,0,75703922,PAN-VM-300-PERP-USG-BND-5YR,VM-300,1,0017000000ndAo3,007200012438,,,2016-09-26,ACTIVE,,
0017000000dMYRGAA4,20097129,1,a0N7000001282vLEAQ,2018-12-31,,YES,2019-12-02,D14063219928374,D140632,,0,20097129,PAN-PA-200-EU,PA-200,1,0017000000bGZlb,001606022228,7.1.13,7.1,2015-01-23,INACTIVE,,
0017000000qySw8AAE,33627272,,a0N70000007gTWIEA2,2021-03-15,,YES,,D419645124465160,D4196451,,0,33627272,PAN-PA-7000-AMC-1TB,PA-7000,1,0017000000LLbqG,002901007142,,,,ACTIVE,,
0017000001RLrN4AAL,72184697,,a0N70000007gTWNEA2,2021-10-16,,YES,2019-12-02,D366309814162632,D3663098,,0,72184697,PAN-PA-500-2GB,PA-500,1,0017000000nAhkJ,0006C105704,8.1.9-h4,8.1,2018-07-19,ACTIVE,,
0017000000t9BeQAAU,E6655678,,,2017-06-22,,YES,2017-06-04,D205342417758406,D2053424,,0,E6655678,PAN-PA-200,PA-200,1,,001606068386,7.1.7,7.1,2017-05-23,INACTIVE,,
0017000000cIFGXAA4,37020708,1,a0N70000007gTX0EAM,2024-01-14,,YES,2019-12-02,D103413103982608,D103413,,0,37020708,PAN-PA-3050,PA-3050,1,0017000000cIFGX,001701002482,8.1.10,8.1,2014-01-14,ACTIVE,,
0017000001LTNEuAAP,56200912,,a0N70000007gTWIEA2,2022-10-31,,YES,2019-11-11,D56072211251706061,D5607221,,0,56200912,PAN-PA-220,PA-220,1,001700000136xK6,012801130047,8.1.10,8.1,2019-10-31,ACTIVE,,
0017000000vGhrvAAC,10054308,,a0N7000001WMtgDEAT,2023-05-31,,YES,2019-12-02,D340360726541065,D3403607,,0,10054308,PAN-PA-850,PA-850,1,0017000000ha76b,011901010013,8.1.9-h4,8.1,2018-05-31,ACTIVE,,
0017000000dMLrHAAW,X7258384,,a0N70000007gTWIEA2,2018-07-27,,YES,2019-04-19,D5421420980692,D54214,,0,54867191,PAN-PA-200,PA-200,1,0017000000dMqGq,001606008012,8.1.7,8.1,2012-10-24,INACTIVE,,
0017000001Hn6XVAAZ,12110157,,a0N70000007gTWXEA2,2019-02-09,ESXi,YES,2019-10-06,D230432716424171,D2304327,,0,12110157,PAN-VM-100,VM-100,1,0017000000gHKpx,007000000018915,8.1.9-h4,8.1,2017-04-04,INACTIVE,,
0017000000jDNAtAAO,84495537,1,a0N700000127qFpEAI,2020-05-26,,YES,2019-12-02,D1812444109126156,D1812444,,0,84495537,PAN-PA-3060,PA-3060,1,0017000000dy581,010401000626,8.1.7,8.1,2015-05-26,ACTIVE,,
0017000000vFZ1tAAG,,,a0N70000007gTWIEA2,2019-12-31,ESXi,YES,2019-12-02,D252185218494512,D2521852,,0,55875792,PAN-VM-300-PERP-BND1-PREM-1YR,VM-300,1,0017000000kYP0B,007251000032998,8.0.3-h4,8.0,2017-07-06,ACTIVE,,
0017000000dMrT5AAK,S9210059,,a0N7000000WDd2LEAT,2020-10-01,,YES,2019-11-24,D298676722471356,D2986767,,0,94475171,PAN-PA-220,PA-220,1,0017000000yoauH,012801030390,8.1.8,8.1,2017-12-19,ACTIVE,,
0017000001XQxAAAA1,71386395,,a0N70000007gTWrEAM,2020-08-06,,YES,2019-12-02,D252901918526504,D2529019,,0,71386395,PAN-PA-220,PA-220,1,0017000000dMqGq,012801012782,8.1.10,8.1,2017-08-08,ACTIVE,,
0017000000tBXzoAAG,,,a0N7000000NY2VUEA1,2021-07-31,ESXi,YES,,D207578114906037,D2075781,,0,75703922,PAN-VM-300-PERP-USG-BND-5YR,VM-300,1,0017000000ndAo3,007200017664,,,2016-09-27,ACTIVE,,
0017000000YOdtxAAD,,,a0N7000001u07vdEAA,2020-04-27,,YES,2019-12-02,D4785559108606601,D4785559,,0,60500582,PAN-PA-7080-ASSY-AC-LAB,PA-7080,1,0017000000jEWEX,010701010023,8.1.9-h4,8.1,2019-05-06,ACTIVE,,
0017000000ZMsJYAA1,54250516,1,a0N7000000YYXc5EAH,2020-04-30,,YES,2019-12-02,D136866108209170,D136866,,0,54250516,PAN-PA-2050,PA-2050,1,0017000000vFRsc,0003C103944,7.1.25,7.1,2011-04-11,ACTIVE,,
0017000000bFV61AAG,77289744,,a0N7000000NY2VUEA1,2018-04-19,,YES,2012-11-07,D5665717221728,D56657,,0,77289744,PAN-PA-4050,PA-4050,1,0017000000ndAo3,0001C101315,4.0.0,4.0,2014-04-22,INACTIVE,,
0017000000rZBprAAG,44457911,1,a0N70000007gTWIEA2,2021-03-08,,YES,2019-11-26,D179807825518401,D1798078,,0,44457911,PAN-PA-3050,PA-3050,1,0017000000LK4yz,001701006616,8.0.8,8.0,2015-03-11,ACTIVE,,
0017000000TvasKAAR,E2768889,,,2017-10-24,,YES,2017-08-25,D220354719616887,D2203547,,0,E2768889,PAN-PA-200,PA-200,1,,001606070930,7.0.11,7.0,2017-08-25,INACTIVE,,
